Season,Week,PID,Player,Pos,Team,Opp,FFPts,FFPtsPPR,Pass Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,XP,FG,Grade
2015,2,hillj4,Josh Hill,TE,NO,TB,4.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,30.3,0.2,0.0,0.0,C-Game
2015,2,chands1,Scott Chandler,TE,NE,@BUF,4.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,21.1,0.3,0.0,0.0,C-Game
2015,2,gillmc1,Crockett Gillmore,TE,BAL,@OAK,4.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,26.8,0.2,0.0,0.0,C-Game
2015,2,danieo1,Owen Daniels,TE,DEN,@KC,3.8,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,25.8,0.2,0.0,0.0,C-Game
2015,2,riverm1,Mychal Rivera,TE,OAK,BAL,3.5,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,25.1,0.2,0.0,0.0,C-Game
2015,2,barnig1,Gary Barnidge,TE,CLE,TEN,3.5,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,21.8,0.2,0.0,0.0,C-Game
2015,2,tammej1,Jacob Tamme,TE,ATL,@NYG,3.4,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,22.1,0.2,0.0,0.0,C-Game
2015,2,cumbej1,Jeff Cumberland,TE,NYJ,@IND,3.3,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,23.6,0.2,0.0,0.0,C-Game
2015,2,lewism2,Marcedes Lewis,TE,JAX,MIA,3.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,19.0,0.2,0.0,0.0,C-Game
2015,2,escobg1,Gavin Escobar,TE,DAL,@PHI,3.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,14.7,0.3,0.0,0.0,C-Game
2015,2,fellsd1,Daniel Fells,TE,NYG,ATL,2.8,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,21.3,0.1,0.0,0.0,C-Game
2015,2,willsl1,Luke Willson,TE,SEA,@GB,1.9,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.5,0.2,0.0,0.0,C-Game
2015,2,greshj1,Jermaine Gresham,TE,ARI,@CHI,1.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,11.5,0.1,0.0,0.0,C-Game
2015,2,willim6,Maxx Williams,TE,BAL,@OAK,1.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,0.1,0.0,0.0,C-Game
2015,2,toilol1,Levine Toilolo,TE,ATL,@NYG,1.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,8.3,0.2,0.0,0.0,C-Game
2015,2,fasana1,Anthony Fasano,TE,TEN,@CLE,1.7,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,12.0,0.1,0.0,0.0,C-Game
2015,2,celekb1,Brent Celek,TE,PHI,DAL,1.6,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,0.1,0.0,0.0,C-Game
2015,2,drayj1,Jim Dray,TE,CLE,TEN,1.5,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,9.9,0.1,0.0,0.0,C-Game
2015,2,walfoc1,Clive Walford,TE,OAK,BAL,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.4,0.1,0.0,0.0,C-Game
2015,2,harboc1,Clay Harbor,TE,JAX,MIA,1.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.4,0.1,0.0,0.0,C-Game
2015,2,fiedoc1,C.J. Fiedorowicz,TE,HOU,@CAR,1.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,8.5,0.1,0.0,0.0,C-Game
2015,2,mcdonv1,Vance McDonald,TE,SF,@PIT,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.4,0.0,0.0,0.0,C-Game
2015,2,simsd1,Dion Sims,TE,MIA,@JAX,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8.1,0.1,0.0,0.0,C-Game
2015,2,dickse1,Ed Dickson,TE,CAR,HOU,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8.0,0.1,0.0,0.0,C-Game
2015,2,browna4,Antonio Brown,WR,PIT,SF,15.6,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,106.0,0.9,0.0,0.0,A-Game
2015,2,jonesj6,Julio Jones,WR,ATL,@NYG,14.2,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,99.4,0.7,0.0,0.0,A-Game
2015,2,beckho1,Odell Beckham,WR,NYG,ATL,13.8,19.8,0.0,0.0,0.0,0.0,0.0,0.5,2.9,0.0,6.0,90.9,0.7,0.0,0.0,A-Game
2015,2,johnsc3,Calvin Johnson,WR,DET,@MIN,13.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,93.6,0.6,0.0,0.0,A-Game
2015,2,thomad5,Demaryius Thomas,WR,DEN,@KC,12.4,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,92.9,0.5,0.0,0.0,A-Game
2015,2,matthj2,Jordan Matthews,WR,PHI,DAL,12.4,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,93.6,0.5,0.0,0.0,A-Game
2015,2,greena2,A.J. Green,WR,CIN,SD,12.1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,91.8,0.5,0.0,0.0,A-Game
2015,2,hopkid1,DeAndre Hopkins,WR,HOU,@CAR,11.7,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,80.0,0.6,0.0,0.0,A-Game
2015,2,allenk1,Keenan Allen,WR,SD,@CIN,11.6,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,90.7,0.4,0.0,0.0,A-Game
2015,2,cooksb1,Brandin Cooks,WR,NO,TB,11.6,17.3,0.0,0.0,0.0,0.0,0.0,0.9,7.5,0.0,5.7,69.8,0.6,0.0,0.0,A-Game
2015,2,cobbr1,Randall Cobb,WR,GB,SEA,11.1,16.5,0.0,0.0,0.0,0.0,0.0,0.3,1.3,0.0,5.4,66.3,0.8,0.0,0.0,A-Game
2015,2,jeffea1,Alshon Jeffery,WR,CHI,ARI,10.9,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,78.5,0.5,0.0,0.0,B-Game
2015,2,sandee1,Emmanuel Sanders,WR,DEN,@KC,10.6,16.1,0.0,0.0,0.0,0.0,0.0,0.4,2.3,0.0,5.6,76.1,0.5,0.0,0.0,B-Game
2015,2,willit3,Terrance Williams,WR,DAL,@PHI,10.4,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,70.7,0.6,0.0,0.0,B-Game
2015,2,edelmj1,Julian Edelman,WR,NE,@BUF,10.4,17.1,0.0,0.0,0.0,0.0,0.0,1.0,7.9,0.0,6.8,77.7,0.3,0.0,0.0,B-Game
2015,2,fitzgl1,Larry Fitzgerald,WR,ARI,@CHI,9.9,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,70.2,0.5,0.0,0.0,B-Game
2015,2,landrj1,Jarvis Landry,WR,MIA,@JAX,9.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,73.1,0.4,0.0,0.0,B-Game
2015,2,brownj5,John Brown,WR,ARI,@CHI,9.7,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,68.7,0.5,0.0,0.0,B-Game
2015,2,marshb1,Brandon Marshall,WR,NYJ,@IND,9.6,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,75.5,0.4,0.0,0.0,B-Game
2015,2,evansm1,Mike Evans,WR,TB,@NO,9.4,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,66.6,0.5,0.0,0.0,B-Game
2015,2,smiths1,Steve L Smith,WR,BAL,@OAK,9.3,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,65.9,0.5,0.0,0.0,B-Game
2015,2,jacksv1,Vincent Jackson,WR,TB,@NO,9.3,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,64.2,0.5,0.0,0.0,B-Game
2015,2,maclij1,Jeremy Maclin,WR,KC,DEN,9.3,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,63.9,0.5,0.0,0.0,B-Game
2015,2,garcop1,Pierre Garcon,WR,WAS,STL,9.3,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,64.5,0.5,0.0,0.0,B-Game
2015,2,whiter3,Roddy White,WR,ATL,@NYG,9.3,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,60.7,0.5,0.0,0.0,B-Game
2015,2,adamsd2,Davante Adams,WR,GB,SEA,9.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,61.2,0.5,0.0,0.0,B-Game
2015,2,wrighk1,Kendall Wright,WR,TEN,@CLE,9.1,14.0,0.0,0.0,0.0,0.0,0.0,0.3,2.4,0.0,4.9,54.5,0.6,0.0,0.0,B-Game
2015,2,johnss1,Stevie Johnson,WR,SD,@CIN,9.1,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,68.8,0.4,0.0,0.0,B-Game
2015,2,beaslc1,Cole Beasley,WR,DAL,@PHI,9.1,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,61.8,0.5,0.0,0.0,B-Game
2015,2,robina3,Allen Robinson,WR,JAX,MIA,8.9,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,64.3,0.4,0.0,0.0,B-Game
2015,2,coopea1,Amari Cooper,WR,OAK,BAL,8.8,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,66.1,0.4,0.0,0.0,B-Game
2015,2,johnsa3,Andre Johnson,WR,IND,NYJ,8.8,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,61.0,0.5,0.0,0.0,B-Game
2015,2,tateg1,Golden Tate,WR,DET,@MIN,8.8,14.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,5.2,67.6,0.3,0.0,0.0,B-Game
2015,2,wallam1,Mike Wallace,WR,MIN,DET,8.7,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,60.8,0.4,0.0,0.0,B-Game
2015,2,moncrd1,Donte Moncrief,WR,IND,NYJ,8.5,12.8,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,4.2,54.6,0.5,0.0,0.0,B-Game
2015,2,colemb2,Brandon Coleman,WR,NO,TB,8.5,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,50.0,0.6,0.0,0.0,B-Game
2015,2,johnsc5,Charles Johnson,WR,MIN,DET,8.2,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,58.3,0.4,0.0,0.0,B-Game
2015,2,watkis1,Sammy Watkins,WR,BUF,NE,7.8,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,58.2,0.3,0.0,0.0,C-Game
2015,2,hurnsa1,Allen Hurns,WR,JAX,MIA,7.8,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,51.6,0.4,0.0,0.0,C-Game
2015,2,boldia1,Anquan Boldin,WR,SF,@PIT,7.8,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,60.1,0.3,0.0,0.0,C-Game
2015,2,deckee1,Eric Decker,WR,NYJ,@IND,7.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,59.0,0.3,0.0,0.0,C-Game
2015,2,jonesj5,James Jones,WR,GB,SEA,7.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,51.0,0.4,0.0,0.0,C-Game
2015,2,wheatm1,Markus Wheaton,WR,PIT,SF,7.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,50.2,0.3,0.0,0.0,C-Game
2015,2,agholn1,Nelson Agholor,WR,PHI,DAL,7.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,53.1,0.3,0.0,0.0,C-Game
2015,2,colstm1,Marques Colston,WR,NO,TB,7.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,45.5,0.4,0.0,0.0,C-Game
2015,2,royale1,Eddie Royal,WR,CHI,ARI,6.7,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,48.5,0.3,0.0,0.0,C-Game
2015,2,harvip1,Percy Harvin,WR,BUF,NE,6.5,9.8,0.0,0.0,0.0,0.0,0.0,1.4,9.9,0.1,3.3,38.5,0.2,0.0,0.0,C-Game
2015,2,robera1,Andre Roberts,WR,WAS,STL,6.4,9.5,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,3.1,43.7,0.3,0.0,0.0,C-Game
2015,2,brittk1,Kenny Britt,WR,STL,@WAS,6.4,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,49.7,0.3,0.0,0.0,C-Game
2015,2,randlr1,Rueben Randle,WR,NYG,ATL,6.4,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,48.3,0.3,0.0,0.0,C-Game
2015,2,dorsep1,Phillip Dorsett,WR,IND,NYJ,6.2,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,40.7,0.4,0.0,0.0,C-Game
2015,2,baldwd1,Doug Baldwin,WR,SEA,@GB,6.1,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,47.4,0.2,0.0,0.0,C-Game
2015,2,floydm3,Michael Floyd,WR,ARI,@CHI,6.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,43.0,0.3,0.0,0.0,C-Game
2015,2,bailes1,Stedman Bailey,WR,STL,@WAS,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48.6,0.2,0.0,0.0,C-Game
2015,2,hartlb1,Brian Hartline,WR,CLE,TEN,5.9,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,40.6,0.3,0.0,0.0,C-Game
2015,2,aikenk1,Kamar Aiken,WR,BAL,@OAK,5.8,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,39.0,0.3,0.0,0.0,C-Game
2015,2,matthr1,Rishard Matthews,WR,MIA,@JAX,5.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,40.6,0.3,0.0,0.0,C-Game
2015,2,hawkia1,Andrew Hawkins,WR,CLE,TEN,5.5,9.5,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.0,4.0,39.6,0.3,0.0,0.0,C-Game
2015,2,washin1,Nate Washington,WR,HOU,@CAR,5.5,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.2,0.2,0.0,0.0,C-Game
2015,2,shortc1,Cecil Shorts,WR,HOU,@CAR,5.3,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,38.8,0.3,0.0,0.0,C-Game
2015,2,austit2,Tavon Austin,WR,STL,@WAS,5.3,7.9,0.0,0.0,0.0,0.0,0.0,1.5,8.3,0.2,2.6,25.5,0.2,0.0,0.0,C-Game
2015,2,smitht7,Torrey Smith,WR,SF,@PIT,5.2,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,38.5,0.2,0.0,0.0,C-Game
2015,2,amendd1,Danny Amendola,WR,NE,@BUF,5.1,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,39.5,0.2,0.0,0.0,C-Game
2015,2,parkep1,Preston Parker,WR,NYG,ATL,5.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,36.9,0.2,0.0,0.0,C-Game
2015,2,floydm2,Malcom Floyd,WR,SD,@CIN,4.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,40.7,0.2,0.0,0.0,C-Game
2015,2,crabtm1,Michael Crabtree,WR,OAK,BAL,4.8,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,36.5,0.2,0.0,0.0,C-Game
2015,2,jennig1,Greg Jennings,WR,MIA,@JAX,4.8,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,35.2,0.2,0.0,0.0,C-Game
2015,2,kearsj1,Jermaine Kearse,WR,SEA,@GB,4.8,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,37.9,0.2,0.0,0.0,C-Game
2015,2,benjat1,Travis Benjamin,WR,CLE,TEN,4.7,7.3,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,2.6,30.7,0.3,0.0,0.0,C-Game
2015,2,brownm2,Marlon Brown,WR,BAL,@OAK,4.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.2,0.2,0.0,0.0,C-Game
2015,2,gabrit1,Taylor Gabriel,WR,CLE,TEN,4.4,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,29.7,0.2,0.0,0.0,C-Game
2015,2,brownp1,Corey Brown,WR,CAR,HOU,4.3,6.7,0.0,0.0,0.0,0.0,0.0,0.4,3.3,0.0,2.4,28.2,0.2,0.0,0.0,C-Game
2015,2,woodsr1,Robert Woods,WR,BUF,NE,4.3,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,33.3,0.2,0.0,0.0,C-Game
2015,2,locket1,Tyler Lockett,WR,SEA,@GB,4.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,33.2,0.2,0.0,0.0,C-Game
2015,2,jonesm3,Marvin Jones,WR,CIN,SD,4.1,6.5,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,2.5,30.6,0.2,0.0,0.0,C-Game
2015,2,funchd1,Devin Funchess,WR,CAR,HOU,4.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,29.2,0.2,0.0,0.0,C-Game
2015,2,heywad1,Darrius Heyward-Bey,WR,PIT,SF,4.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,28.7,0.2,0.0,0.0,C-Game
2015,2,wrighj2,Jarius Wright,WR,MIN,DET,4.0,6.5,0.0,0.0,0.0,0.0,0.0,0.2,2.2,0.0,2.5,30.4,0.1,0.0,0.0,C-Game
2015,2,huntej1,Justin Hunter,WR,TEN,@CLE,4.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,27.2,0.2,0.0,0.0,C-Game
2015,2,ginnt1,Ted Ginn,WR,CAR,HOU,3.9,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,27.2,0.2,0.0,0.0,C-Game
2015,2,douglh1,Harry Douglas,WR,TEN,@CLE,3.9,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,29.4,0.2,0.0,0.0,C-Game
2015,2,hankel1,Leonard Hankerson,WR,ATL,@NYG,3.7,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,24.8,0.2,0.0,0.0,C-Game
2015,2,huffj1,Josh Huff,WR,PHI,DAL,3.4,4.8,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,1.4,25.0,0.1,0.0,0.0,C-Game
2015,2,streed1,Devin Street,WR,DAL,@PHI,3.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,26.5,0.1,0.0,0.0,C-Game
2015,2,parked1,DeVante Parker,WR,MIA,@JAX,3.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,24.4,0.2,0.0,0.0,C-Game
2015,2,norwoj2,Jordan Norwood,WR,DEN,@KC,3.2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,24.5,0.1,0.0,0.0,C-Game
2015,2,wilsoa1,Albert Wilson,WR,KC,DEN,3.2,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,22.0,0.2,0.0,0.0,C-Game
2015,2,wilsom1,Marquess Wilson,WR,CHI,ARI,3.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,23.1,0.2,0.0,0.0,C-Game
2015,2,sanum1,Mohamed Sanu,WR,CIN,SD,3.1,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,24.2,0.1,0.0,0.0,C-Game
2015,2,mumphk1,Keith Mumphery,WR,HOU,@CAR,3.1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,21.8,0.2,0.0,0.0,C-Game
2015,2,owusuc1,Chris Owusu,WR,NYJ,@IND,3.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,23.6,0.1,0.0,0.0,C-Game
2015,2,cotchj1,Jerricho Cotchery,WR,CAR,HOU,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.1,0.1,0.0,0.0,C-Game
2015,2,murphl1,Louis Murphy,WR,TB,@NO,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,21.4,0.2,0.0,0.0,C-Game
2015,2,stillk1,Kenny Stills,WR,MIA,@JAX,2.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,23.0,0.1,0.0,0.0,C-Game
2015,2,campam1,Michael Campanaro,WR,BAL,@OAK,2.9,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,19.5,0.2,0.0,0.0,C-Game
2015,2,robers1,Seth Roberts,WR,OAK,BAL,2.8,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,20.5,0.1,0.0,0.0,C-Game
2015,2,hardyj2,Justin Hardy,WR,ATL,@NYG,2.8,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,17.9,0.2,0.0,0.0,C-Game
2015,2,grantr3,Ryan Grant,WR,WAS,STL,2.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,18.7,0.1,0.0,0.0,C-Game
2015,2,hoganc1,Chris Hogan,WR,BUF,NE,2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,18.7,0.1,0.0,0.0,C-Game
2015,2,greenr1,Rashad Greene,WR,JAX,MIA,2.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,14.7,0.2,0.0,0.0,C-Game
2015,2,nelsoj2,J.J. Nelson,WR,ARI,@CHI,2.3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,17.2,0.1,0.0,0.0,C-Game
2015,2,sneadw1,Willie Snead,WR,NO,TB,2.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,15.2,0.1,0.0,0.0,C-Game
2015,2,dobsoa1,Aaron Dobson,WR,NE,@BUF,2.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,15.8,0.1,0.0,0.0,C-Game
2015,2,stronj1,Jaelen Strong,WR,HOU,@CAR,2.1,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.5,0.1,0.0,0.0,C-Game
2015,2,pattec1,Cordarrelle Patterson,WR,MIN,DET,2.1,3.3,0.0,0.0,0.0,0.0,0.0,0.3,3.3,0.0,1.1,15.2,0.1,0.0,0.0,C-Game
2015,2,moorel1,Lance Moore,WR,DET,@MIN,2.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.6,0.1,0.0,0.0,C-Game
2015,2,jonesj4,Jacoby Jones,WR,SD,@CIN,1.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,12.5,0.1,0.0,0.0,C-Game
2015,2,walteb1,Bryan Walters,WR,JAX,MIA,1.7,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,12.6,0.1,0.0,0.0,C-Game
2015,2,cooper1,Riley Cooper,WR,PHI,DAL,1.6,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,12.5,0.1,0.0,0.0,C-Game
2015,2,thomad7,DeAnthony Thomas,WR,KC,DEN,1.4,2.4,0.0,0.0,0.0,0.0,0.0,0.3,1.7,0.0,1.0,8.4,0.1,0.0,0.0,C-Game
2015,2,brownj4,Jaron Brown,WR,ARI,@CHI,1.4,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,11.5,0.0,0.0,0.0,C-Game
2015,2,harrid1,Dwayne Harris,WR,NYG,ATL,1.3,1.8,0.0,0.0,0.0,0.0,0.0,1.2,5.7,0.0,0.4,5.7,0.0,0.0,0.0,C-Game
2015,2,locker1,Ricardo Lockette,WR,SEA,@GB,1.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.7,0.0,0.0,0.0,C-Game
2015,2,ellinb1,Bruce Ellington,WR,SF,@PIT,1.1,1.7,0.0,0.0,0.0,0.0,0.0,0.3,1.5,0.0,0.5,6.6,0.0,0.0,0.0,C-Game
2015,2,shepar1,Russell Shepard,WR,TB,@NO,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.1,0.1,0.0,0.0,C-Game
2015,2,greend1,Dorial Green-Beckham,WR,TEN,@CLE,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.5,0.1,0.0,0.0,C-Game
2015,2,matthc1,Chris Matthews,WR,SEA,@GB,0.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.1,0.0,0.0,0.0,C-Game
2015,2,whaleg1,Griff Whalen,WR,IND,NYJ,0.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.1,0.0,0.0,0.0,C-Game
2015,2,tateb1,Brandon Tate,WR,CIN,SD,0.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.4,0.0,0.0,0.0,C-Game
2015,2,montgt1,Ty Montgomery,WR,GB,SEA,0.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.1,0.0,0.0,0.0,C-Game
2015,2,caldwa1,Andre Caldwell,WR,DEN,@KC,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.4,0.0,0.0,0.0,C-Game
2015,2,strear1,Rod Streater,WR,OAK,BAL,0.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.6,0.0,0.0,0.0,C-Game
